prompt_index,prompt,rank,event_id,title,category,date,start_time,venue,neighborhood,why
11,"What's happening at Bryant Park this week?",3,bcd8f6e9-3a66-6ab8-accb-3013bc866577,"Piano in Bryant Park","Accessible Activities",2026-07-27,12:30,"Bryant Park","Midtown (Bryant Park)","Piano in Bryant Park offers live ragtime/stride/jazz—perfect for an easy midday music stop."
11,"What's happening at Bryant Park this week?",4,06fec95f-4717-99f2-fdd7-e907724ec2fe,"Reel Talks","Hiking & parks",2026-07-27,12:30,"Bryant Park","Midtown (Bryant Park)","Reel Talks at Bryant Park for a short lunchtime/afternoon program in the park."
11,"What's happening at Bryant Park this week?",5,35e42701-0e60-7c96-f2ae-df55a809efdd,"Bryant Park Movie Nights","Free Summer Movies",2026-07-27,17:00,"Bryant Park","Midtown (Bryant Park)","Movie Nights on the Bryant Park lawn (The Truman Show) — a classic outdoor film under the stars."
11,"What's happening at Bryant Park this week?",6,499984ba-56ac-5503-06a9-8c720ab3a0b5,"Paramount+ Movie Nights","Film & cinema",2026-07-27,20:00,"Bryant Park","Midtown (Bryant Park)","Paramount+ Movie Nights entry for the same evening-film program on the Bryant Park lawn."
11,"What's happening at Bryant Park this week?",7,ff05a262-3139-a301-f3f1-4d3c2b858385,"Bryant Park Tai Chi","Yoga & Pilates Classes",2026-07-28,07:30,"Bryant Park","Midtown (Bryant Park)","Bryant Park Tai Chi is a calm morning practice if you want gentle movement outdoors."
11,"What's happening at Bryant Park this week?",8,c6b9c482-87e9-ba47-2946-946db19f2c21,"Morning Yoga at Bryant Park","Yoga & Pilates Classes",2026-07-28,10:00,"Bryant Park","Midtown (Bryant Park)","Morning Yoga at Bryant Park for a free, instructor-led class on the Upper Terrace."
11,"What's happening at Bryant Park this week?",9,1721e3c3-d0bb-17de-92ad-a0c51ad7d523,"Le Carrousel","Hiking & parks",2026-07-28,10:00,"Bryant Park","Midtown (Bryant Park)","Le Carrousel ride/activity in Bryant Park—simple park fun and nostalgia."
11,"What's happening at Bryant Park this week?",10,5424e829-8931-626b-6885-4a4bcc038154,"StoryTime at Bryant Park Reading Room","Family & kids",2026-07-28,10:30,"Bryant Park","Midtown (Bryant Park)","StoryTime at Bryant Park Reading Room — live children's programming and free books while supplies last."
11,"What's happening at Bryant Park this week?",11,a5b3a631-247c-f3cf-7037-478437fed91d,"StoryTime with Cali Co Cat","Family & kids",2026-07-28,10:30,"Bryant Park","Midtown (Bryant Park)","StoryTime with Cali Co Cat — musical, interactive kids' show in the Reading Room."
11,"What's happening at Bryant Park this week?",12,43e68757-853f-7b9d-d285-116a0d41a877,"BookClub","Books & readings",2026-07-28,12:30,"Bryant Park","Midtown (Bryant Park)","Bryant Park BookClub if you’re interested in a midday literary meet-up."
11,"What's happening at Bryant Park this week?",13,87d1bf25-588a-742b-6274-23e3bdc97064,"Piano","Live music",2026-07-28,12:30,"Bryant Park","Midtown (Bryant Park)","Piano in Bryant Park (12:30) — another opportunity for live music during the afternoon."
11,"What's happening at Bryant Park this week?",14,69a54b21-a995-3902-5412-bf466e80521d,"Board Game Social","Sports & games",2026-07-28,17:00,"Bryant Park","Midtown (Bryant Park)","Board Game Social—relaxed early evening games with others in Bryant Park."
11,"What's happening at Bryant Park this week?",15,7d0c3de6-7367-7f49-8dd9-58ec718cedff,"Art Cart Workshop","Art & galleries",2026-07-29,11:30,"Bryant Park","Midtown (Bryant Park)","Art Cart Workshop — creative, kid-friendly arts activities in Bryant Park."
12,"Find me free fitness classes I can join",1,402be7ed-ee8b-63b4-9651-4cdf16040076,"Zumba Gold&#174;","Exercise Classes",2026-07-27,09:15,"","Bronx (New Settlement area)","Low-impact Zumba Gold on Mon morning is a gentle, free dance-cardio class ideal for joining as a first-timer."
12,"Find me free fitness classes I can join",2,6a363939-74a8-200b-7463-6021a9cc1f55,"Yoga","Yoga & Pilates Classes",2026-07-27,10:00,"","Brooklyn (Gerritsen Beach)","Outdoor mid-intensity yoga on Mon morning is a friendly, all-level class if you want mobility + stability work."
12,"Find me free fitness classes I can join",3,ca391993-0741-022f-7cbb-13157c94f888,"Bodyweight Circuit Training","Exercise Classes",2026-07-27,17:30,"Prospect Park","Brooklyn (Prospect Park)","Evening bodyweight circuit offers a full-body, free workout in the park for a tougher, in-person session."
12,"Find me free fitness classes I can join",4,b275671e-2952-8c41-4f03-e4fd82eee267,"Virtual Yoga","Yoga & Pilates Classes",2026-07-27,19:30,"","Virtual/Online","If you prefer to exercise at home, the live Virtual Vinyasa class is a free, accessible option in the evening."
12,"Find me free fitness classes I can join",5,d412aa09-e177-9b40-402c-e38f0be003b0,"Bodyweight Blast","Exercise Classes",2026-07-28,08:00,"Riverside Park","Manhattan (Riverside Park)","A brisk morning bodyweight class in Riverside Park is perfect if you want an efficient, equipment-free workout outdoors."
12,"Find me free fitness classes I can join",6,1b5926ed-70cf-1f1e-86af-a3b535460a9d,"Waterfront Workouts: Amp'd Bootcamp","Outdoor Fitness",2026-07-29,18:00,"Brooklyn Bridge Park","Brooklyn (Brooklyn Bridge Park/Pier 2)","Amp'd Bootcamp is a free, high-intensity outdoor HIIT class with a great waterfront setting for those wanting a challenging workout."
12,"Find me free fitness classes I can join",7,db8d6fb7-8da6-2f11-34a3-77dd3eab94ee,"Midtown Fit","Strength Training/Weightlifting",2026-07-30,18:00,"Herald Square","Manhattan (Herald Square)","Evening Midtown Fit in Herald Square offers a convenient, free high-energy workout in central Manhattan."
12,"Find me free fitness classes I can join",8,c5b73c27-36a9-c606-a0c9-b20af32cab1e,"Yoga","Yoga & Pilates Classes",2026-07-31,08:30,"Washington Square Park","Greenwich Village (Washington Square Park)","Free morning yoga in Washington Square Park is an easy, accessible way to reconnect with movement outdoors."
13,"I want to volunteer and give back to the community",1,983b59c9-c007-5732-1148-ab2e2af2fe2f,"It's My Park at Highbridge Park","It's My Park",2026-07-27,09:00,"Highbridge Park","Washington Heights / Highbridge (near 175th St & Amsterdam Ave)","Direct hands-on park stewardship in Highbridge Park—great for volunteering and community impact."
13,"I want to volunteer and give back to the community",2,5d90601b-7768-a1ab-8660-b929c3b26460,"Monday Morning Pitch In to Pick Up","Workshops",2026-07-27,10:00,"Starlight Park","Randall's Island / Bronx River (Starlight Park area)","Focused river-health volunteer work—ideal if you want to reduce pollution and help wildlife."
13,"I want to volunteer and give back to the community",3,fe19477a-0f43-b5a1-adbb-83ed2e80a941,"Trees Count at Washington Market Park","Workshops",2026-07-27,10:00,"Washington Market Park","Tribeca / Washington Market Park","Volunteer tree census—good for community science and urban tree care."
13,"I want to volunteer and give back to the community",4,4835cc37-3f94-2c2d-29a2-d6e1001767b5,"It's My Park at Greenwood Playground","It's My Park",2026-07-28,09:00,"Greenwood Playground","Greenwood / South Brooklyn (Greenwood Cemetery area)","Simple, local park cleanup you can jump into to support neighborhood upkeep."
13,"I want to volunteer and give back to the community",5,6c1616d1-399f-0ad3-fcba-9427dbb0daea,"It's My Park at Sunset Park","It's My Park",2026-07-28,10:00,"Sunset Park","Sunset Park, Brooklyn","Volunteer-led park beautification—hands-on way to give back to a Brooklyn neighborhood."
13,"I want to volunteer and give back to the community",6,e51a4ddf-f9cc-5c7a-5513-fa4094e24003,"Stewardship Morning at the Foodway","Gardening",2026-07-28,10:00,"Concrete Plant Park","The Bronx (Concrete Plant Park / Bronx River Foodway)","Ongoing stewardship of an urban foodway—great if you want sustained volunteer impact."
13,"I want to volunteer and give back to the community",7,f80f7103-8412-3c80-9873-c36a089297a0,"Sunset Volunteer Series","Volunteer",2026-07-28,17:00,"Prospect Park","Prospect Park / Brooklyn Backyard (meeting location varies)","Evening volunteer shift perfect if you prefer after-work hours and want practical habitat work."
13,"I want to volunteer and give back to the community",8,130e69f8-1d16-a1f2-1a01-10e5c301940f,"Team RIVER Volunteers","Gardening",2026-07-29,09:30,"Randall's Island Park","Randall's Island","Restoration and garden care on Randall's Island—good for consistent volunteer participation."
13,"I want to volunteer and give back to the community",9,a6e296a4-26c5-9303-8dc4-b283e87fef5f,"Volunteer Day: Newport Garden","Gardening",2026-07-29,10:00,"","East New York / Brooklyn (Newport Community Garden)","Community garden volunteer day—great if you want to help maintain an urban green space and learn gardening."
13,"I want to volunteer and give back to the community",10,e9c03592-2480-88c4-d62e-f7731e059f98,"Trees Count at Canarsie Park","Volunteer",2026-07-30,10:00,"Canarsie Park","Canarsie, Brooklyn","Another Trees Count option if you prefer volunteering on tree inventory and citywide data collection."
13,"I want to volunteer and give back to the community",11,6cccfca3-6842-3d7a-7b64-d9f19b312ed3,"Kissena Park Forest Restoration","Volunteer",2026-07-31,09:00,"Kissena Park","Kissena / Flushing, Queens","Forest restoration—meaningful ecological work helping restore park forest health."
13,"I want to volunteer and give back to the community",12,3983ee82-c752-5182-7a9b-eafdb9ff0d55,"Trees Count at Barretto Point Park","Volunteer",2026-07-31,10:00,"Barretto Point Park","South Bronx / Hunts Point (Barretto Point Park area)","Volunteer tree census on the waterfront—combine conservation with hands-on data collection."
13,"I want to volunteer and give back to the community",13,3dde2e19-b29d-233f-3dbb-1f9c26e68eb8,"It's My Park at Brower Park","It's My Park",2026-07-31,19:00,"Brower Park","Crown Heights / Brower Park, Brooklyn","Evening post-event cleanup—quick, high-impact volunteer shift to help the neighborhood."
14,"What's happening near the waterfront or by the river?",1,9ad48c1e-d585-e3cb-98f2-556988d0b1d7,"Zumba - July 27","Running & fitness",2026-07-27,18:00,"Pier 3 Plaza, Brooklyn Bridge Park","DUMBO / Brooklyn Bridge Park (Brooklyn)","Free Zumba on the Pier 3 waterfront — lively riverfront fitness that matches your desire to be by the water."
14,"What's happening near the waterfront or by the river?",2,b06b3bd8-428a-ad94-ef65-bb289b455712,"Ali Stroker","Live music",2026-07-27,18:30,"Hudson River Park","Clinton Cove / Hudson River Park (Manhattan)","Ali Stroker at Broadway by the Boardwalk is a free evening performance right on the Hudson River Park boardwalk."
14,"What's happening near the waterfront or by the river?",3,bc43ef4c-7099-0902-83db-87f3a0137de3,"Conditioning","Running & fitness",2026-07-27,18:30,"Pier 25, Hudson River Park","Tribeca / Hudson River Park (Manhattan)","Free Conditioning class at Pier 25 — waterfront workout with river views."
14,"What's happening near the waterfront or by the river?",4,acc56d70-3f69-4388-7377-d3e11ab3658f,"Free Movie On The Waterfront: Ferris Bueller's Day Off","Accessible Activities",2026-07-27,20:30,"Astoria Park","Astoria (Queens)","Ferris Bueller projected on the Astoria Park lawn — a classic movie night right on the waterfront."
14,"What's happening near the waterfront or by the river?",5,23c89b97-43b6-aae3-7cb8-840e41c7922a,"The History of the Brooklyn Bridge & Guided Walk - July 28","Museums",2026-07-28,10:30,"Granite Prospect, Brooklyn Bridge Park","Brooklyn Heights / Brooklyn Bridge Park (Brooklyn)","Guided walk about the Brooklyn Bridge and waterfront — perfect if you want river history and views."
14,"What's happening near the waterfront or by the river?",6,b0105eb8-cdbe-ccb7-fc84-736120b3aa88,"Wetlab Look-ins","Hiking & parks",2026-07-28,12:00,"Pier 40, Hudson River Park","Tribeca / Hudson River Park (Manhattan)","Wetlab Look-ins at Pier 40 let you meet Hudson River wildlife at a waterfront research aquarium."
14,"What's happening near the waterfront or by the river?",7,ee798654-fd9e-9698-51f2-97c12705d7fd,"Brooklyn Bridge Park Conservancy Waterfront Walks","Walking",2026-07-28,18:30,"Brooklyn Bridge Park","Brooklyn Heights / Brooklyn Bridge Park (Brooklyn)","Brooklyn Bridge Park Conservancy Waterfront Walks focus on the waterfront's ecology and design — directly matches your riverfront interest."
14,"What's happening near the waterfront or by the river?",8,59ce3aaf-9fc1-633e-303a-c4e3ade889fd,"Summer on the Hudson: Mycelium - A Solar-Powered Concert","Waterfront",2026-07-28,19:00,"Riverside Park South","Riverside / Hudson River Park South (Manhattan)","Mycelium — a solar-powered concert on the Hudson at Riverside Park South combines music and waterfront ambience."
14,"What's happening near the waterfront or by the river?",9,6cd23ef6-184a-acc0-8008-1a0bd8a30f2c,"Summer on the Hudson: Movement Speaks Workshop","Exercise Classes",2026-07-29,11:00,"Riverside Park","Riverside / Grant's Tomb area (Manhattan)","Movement Speaks Workshop offers waterfront-adjacent creative movement on Riverside Park grounds."
14,"What's happening near the waterfront or by the river?",10,e34a20bd-d7e6-1921-5562-29fcf73e2247,"Kayaking - July 29","Running & fitness",2026-07-29,17:00,"Pier 2, Brooklyn Bridge Park","DUMBO / Brooklyn Bridge Park (Brooklyn)","Free public kayaking at Pier 2 lets you get out on the water and experience the river up close."
14,"What's happening near the waterfront or by the river?",11,1b5926ed-70cf-1f1e-86af-a3b535460a9d,"Waterfront Workouts: Amp'd Bootcamp","Outdoor Fitness",2026-07-29,18:00,"Brooklyn Bridge Park","DUMBO / Brooklyn Bridge Park (Brooklyn)","Amp'd Bootcamp on the Pier 2 waterfront is an energetic outdoor workout with river views."
14,"What's happening near the waterfront or by the river?",12,a381c4c9-c334-f39b-7cbc-f67da452832e,"Amp'd Bootcamp - July 29","Running & fitness",2026-07-29,18:00,"Pier 2 Turf, Brooklyn Bridge Park","DUMBO / Brooklyn Bridge Park (Brooklyn)","Amp'd Bootcamp (duplicate listing) — another option for a waterfront HIIT session."
14,"What's happening near the waterfront or by the river?",13,676f2f53-c1fe-8d46-b300-a392eee1df3a,"Sunset Boat Tour: Port Infrastructure","Art & galleries",2026-07-29,18:20,"Pier 83 (Circle Line Cruises) - 12th Avenue and West 43rd Street New York, NY 10036","Midtown West / Hudson River (Manhattan)","Sunset Boat Tour from Pier 83 puts you on the water for views of port infrastructure and the Hudson."
14,"What's happening near the waterfront or by the river?",14,e1ce61f6-ef01-448d-ad74-6952713434a1,"You Belong in STEM: Careers Creating Change","Hiking & parks",2026-07-30,14:00,"Pier 57, Hudson River Park","Chelsea / Hudson River Park (Manhattan)","You Belong in STEM at Pier 57 is a waterfront science & careers event held on the Hudson."
15,"Find me something happening in Prospect Park or Brooklyn parks",1,301a250b-eed4-4616-bb59-ab39676e0277,"Visual Medicine: Photographs of Love + Joy in Prospect Park","Event",2026-07-26,,"Prospect Park","Prospect Park (Lefferts/Flatbush area)","Free outdoor photo exhibit by Jamel Shabazz in Prospect Park’s Lefferts area fits your request for Prospect Park/Brooklyn park events."
15,"Find me something happening in Prospect Park or Brooklyn parks",2,f80f7103-8412-3c80-9873-c36a089297a0,"Sunset Volunteer Series","Volunteer",2026-07-28,17:00,"Prospect Park","Prospect Park (central/various locations)","Sunset Volunteer Series gets you working outdoors in Prospect Park (invasive plant removal, trail work) and matches your interest in Prospect Park activities."
15,"Find me something happening in Prospect Park or Brooklyn parks",3,19b777d0-cf88-9b35-19df-c406bcd3910d,"Prospect Park Stroller Walk","Wellness",2026-07-30,10:00,"Prospect Park","Prospect Park (Boathouse / Long Meadow area)","Prospect Park Stroller Walk offers a guided nature stroll in Prospect Park if you feel like a gentle morning walk with a naturalist."
15,"Find me something happening in Prospect Park or Brooklyn parks",4,bcba8349-6609-70c6-52b7-18f72938d5d7,"Nature Exploration: Lake Appreciation","Nature Programs",2026-07-30,10:00,"Prospect Park","Prospect Park (Lake area)","Nature Exploration: Lake Appreciation is a Prospect Park program centered on the park’s lake and matches your park preference."
15,"Find me something happening in Prospect Park or Brooklyn parks",5,cbd6ede1-1664-9bc7-f8d7-7a7401044487,"Free Summer Meals in Prospect Park","Wellness",2026-07-30,10:00,"Prospect Park","Prospect Park (Parkside/Ocean Ave entrance)","Free Summer Meals in Prospect Park is a daily service in Prospect Park if you want a casual daytime stop in the park."
15,"Find me something happening in Prospect Park or Brooklyn parks",6,3a8ab712-1a7e-a8f7-0d0b-57e7337c8e43,"Prospect Park Yoga","Yoga",2026-07-30,19:00,"Prospect Park","Prospect Park (Long Meadow area)","Prospect Park Yoga is a popular free outdoor class on the Long Meadow — great if you want to be in Prospect Park and relax or exercise."
15,"Find me something happening in Prospect Park or Brooklyn parks",7,af4e095e-77fe-e728-4555-240dfbf4b2ff,"Exhibit: Black People and the Battle of Brooklyn","Lefferts Historic House",2026-07-31,12:00,"Prospect Park","Prospect Park (Lefferts/Flatbush area)","The exhibit on Black People and the Battle of Brooklyn is a Prospect Park pop-up that complements historical and cultural exploration in the park."
15,"Find me something happening in Prospect Park or Brooklyn parks",8,0b326164-fc77-6291-c4cc-00a5618a40a8,"Tour: Battle of Brooklyn’s Battle Pass","Tours",2026-07-31,14:00,"Prospect Park","Prospect Park (Lefferts / Battle Pass area)","Tour: Battle of Brooklyn’s Battle Pass is a guided park tour focused on local history in Prospect Park, matching your park-specific request."
16,"Something cultural and unique that most tourists wouldn't know about",1,301a250b-eed4-4616-bb59-ab39676e0277,"Visual Medicine: Photographs of Love + Joy in Prospect Park","Event",2026-07-26,,"Prospect Park","Prospect Park / Lefferts Manor (Brooklyn)","Jamel Shabazz’s Prospect Park photo installation highlights local histories and intimate street photography — a culturally rich, off-the-beaten-path exhibit tourists often miss."
16,"Something cultural and unique that most tourists wouldn't know about",2,4e676b73-a5d3-3aec-2b1b-f1404886ca43,"P&#233;tanque in the Park","Outdoor Fitness",2026-07-27,13:00,"Washington Square Park","Greenwich Village / Washington Square Park (Manhattan)","Learning pétanque from NYC’s oldest club is a quirky, cultural activity with a European flavor that few tourists try."
16,"Something cultural and unique that most tourists wouldn't know about",3,73ccac23-6a36-9477-bf0e-a516a2eee65f,"Hart Island Tour (South Island)","Urban Park Rangers",2026-07-28,10:00,"Hart Island","Hart Island (Bronx)","The Hart Island South Island tour delivers profound, lesser-known NYC history about burial practices, pandemics, and hidden chapters of the city — extremely unique and non-touristy."
16,"Something cultural and unique that most tourists wouldn't know about",4,036ca492-8b94-9302-a529-62fbb6d1e185,"Ongoing Outdoor Museum Exhibit: Alice's Terracotta Garden","Walking",2026-07-28,11:00,"Conference House Park","Tottenville / Conference House Park (Staten Island)","Alice’s Terracotta Garden is an obscure, site-specific outdoor museum of architectural artifacts tied to Tottenville’s terra-cotta history — a quiet cultural gem tourists rarely seek out."
16,"Something cultural and unique that most tourists wouldn't know about",5,0b5941e6-35bf-aec7-11a8-6599ed9d06d4,"Expert-Led Explorations: Oysters - July 30","Hiking & parks",2026-07-30,10:30,"Pier 5, Brooklyn Bridge Park","Brooklyn (DUMBO / Brooklyn Bridge Park area)","The plankton exploration is a niche science-meets-park program revealing hidden marine life of NYC’s waterways — culturally curious and non-touristy."
16,"Something cultural and unique that most tourists wouldn't know about",6,41b43fff-d7c5-78b9-fc0c-6683ce301c8b,"Summer Sports Experience: Pickleball","Pickleball",2026-07-31,07:00,"Blood Root Valley","Greenbelt / Blood Root Valley (Staten Island)","The Summer Sports Experience in the Greenbelt offers a grassroots community sports program in a wild, lesser-known Staten Island setting — culturally local and off the tourist track."
16,"Something cultural and unique that most tourists wouldn't know about",7,d8e74e10-db6d-b27b-52ad-9fe764c24d04,"Rooftop Films Presents: New York Non-Fiction 2026","Event",2026-07-31,19:45,"Green-Wood Cemetery","Green-Wood Cemetery (Brooklyn)","Rooftop Films’ New York Non-Fiction program screens local folklore and documentary shorts in the evocative setting of Green-Wood Cemetery — a distinct, offbeat cultural night out."
16,"Something cultural and unique that most tourists wouldn't know about",8,33b13dc9-3ecb-79aa-80e8-ec1914076ede,"Exhibit: Long Live J’ouvert","Lefferts Historic House",2026-08-01,00:00,"Prospect Park","Prospect Park / Lefferts Manor (Brooklyn)","Long Live J’ouvert explores J’ouvert’s Caribbean history and Brooklyn cultural memory — a focused cultural installation many visitors miss."
17,"What's a good way to spend a summer evening in NYC?",1,35e42701-0e60-7c96-f2ae-df55a809efdd,"Bryant Park Movie Nights","Free Summer Movies",2026-07-27,17:00,"Bryant Park","Midtown (Bryant Park)","Classic summer-park movie night under the stars (The Truman Show) — perfect, low-key way to spend a summer evening."
17,"What's a good way to spend a summer evening in NYC?",2,46240cc1-8f8c-3aff-157c-2553cbb7b95b,"The Sandlot (Rooftop Cinema)","Film & cinema",2026-07-27,17:00,"Rooftop Cinema Club Midtown","Midtown (West 37th St)","Rooftop Cinema Club’s outdoor screening of The Sandlot offers a nostalgic summer-evening vibe with city views."
17,"What's a good way to spend a summer evening in NYC?",3,dc957c37-f21c-a287-1855-c7318197934c,"Sunset Yoga - July 28","Running & fitness",2026-07-28,18:00,"Pier 3 Central Lawn, Brooklyn Bridge Park","Brooklyn Heights / DUMBO (Brooklyn Bridge Park)","Skyline CircleSing at Brooklyn Bridge Park is a joyful, communal singing session with skyline views — lively and summery."
17,"What's a good way to spend a summer evening in NYC?",4,7cc03fa6-ef47-95b3-103b-7b9a5e877c1a,"Stargazing on the High Line","Astronomy",2026-07-28,20:15,"The High Line","Chelsea / Meatpacking (High Line at 13th St)","Stargazing on the High Line is a quiet, magical way to spend a summer night outdoors with telescopes provided."
17,"What's a good way to spend a summer evening in NYC?",5,7eb92cb8-a425-5a63-7b14-84231035306f,"Midtown Music","Live music",2026-07-29,15:30,"Bryant Park","Midtown (Bryant Park)","Midtown Music in Bryant Park gives a relaxed sunset concert—great for strolling, picnicking, and people-watching."
17,"What's a good way to spend a summer evening in NYC?",6,f5bb56f8-4363-9bf6-ae2d-82b1ddb01930,"Summer on the Hudson: Pier I Picture Show- The Maltese Falcon (1941)","Free Summer Movies",2026-07-29,20:30,"Riverside Park South","Riverside / Upper West Side (Riverside Park South)","Pier I Picture Show’s screening of The Maltese Falcon is a classic outdoor-movie experience on the water — cinematic and summery."
18,"I want to learn something new this weekend",1,39cb07be-3270-182f-f7d8-89392d3eef7b,"Foragers in the Foodway","Gardening",2026-07-28,10:00,"Concrete Plant Park","Concrete Plant Park / Bronx (Concrete Plant Park is in the Bronx)","Foragers in the Foodway teaches plant identification, foraging techniques, and preserving/using edible and medicinal plants — a direct hands-on learning experience."
18,"I want to learn something new this weekend",2,6cc59e2c-cfc3-1d52-34e2-5e7fb53da047,"The Bronx Museum Presents: Meet Me At The Park&#8212;Wood Carving With Artist Jill Cohen-Nu&#241;ez","Art",2026-07-29,15:00,"Joyce Kilmer Park","Midtown Manhattan","The Teach Me Something Podcast Experience is an educational-format session where you can learn new ideas and hear experts talk in a compact setting."
19,"Surprise me with something I probably haven't tried before",1,4e676b73-a5d3-3aec-2b1b-f1404886ca43,"P&#233;tanque in the Park","Outdoor Fitness",2026-07-27,13:00,"Washington Square Park","Washington Square / Greenwich Village (Manhattan)","Pétanque is a quirky, easy-to-learn French lawn-bowling game—perfect if you want to try something completely new and social outdoors."
19,"Surprise me with something I probably haven't tried before",2,59ce3aaf-9fc1-633e-303a-c4e3ade889fd,"Summer on the Hudson: Mycelium - A Solar-Powered Concert","Waterfront",2026-07-28,19:00,"Riverside Park South","Riverside Park South / Upper West Side (Manhattan)","Mycelium is a solar-powered orchestral-avant-pop concert about hidden worlds — an unusual, eco-minded live music experience you probably haven’t seen before."
19,"Surprise me with something I probably haven't tried before",3,4fa28fa4-3be4-b56a-5561-919d71a393f1,"Circus Arts in Herald Square Park","Workshops",2026-07-29,18:00,"Herald Square","Herald Square / Midtown (Manhattan)","Circus Arts offers hands-on flow skills (juggling, plate spinning, fans) that are playful and likely unlike your usual evening activities."
19,"Surprise me with something I probably haven't tried before",4,313e308c-47bd-31a8-4e44-6b2cd75bcea7,"Cyanotype Workshop with Nadia","Gardening",2026-07-31,12:00,"Hunts Point Riverside Park","Hunts Point / Hunts Point Riverside Park (Bronx)","A cyanotype workshop gives you a tactile, creative process (photographic printing with plants) that’s a fresh, artistic experience."
19,"Surprise me with something I probably haven't tried before",5,8557d8b9-0c70-352b-ab99-58e696ff408f,"Silent Disco On The Bay","Seniors",2026-07-31,19:30,"Little Bay Park","Bay Terrace / Little Bay Park (Queens)","A silent disco on the bay is an unusual, low-pressure way to dance under the stars with headphones — fun and novel if you haven’t tried headphone-danced events."
20,"I just want to get out of the house and do something fun",1,9ad48c1e-d585-e3cb-98f2-556988d0b1d7,"Zumba - July 27","Running & fitness",2026-07-27,18:00,"Pier 3 Plaza, Brooklyn Bridge Park","DUMBO / Brooklyn Bridge Park (Pier 3 Plaza)","A high-energy, fun Zumba class on Pier 3 is an easy, social way to get moving and meet people outdoors (7/27 at 6:00 PM)."
20,"I just want to get out of the house and do something fun",2,acc56d70-3f69-4388-7377-d3e11ab3658f,"Free Movie On The Waterfront: Ferris Bueller's Day Off","Accessible Activities",2026-07-27,20:30,"Astoria Park","Astoria (Astoria Park)","Free outdoor movie on the waterfront is an easy, low-effort way to get out, relax, and enjoy a communal summer evening (starts 7/27 at 8:30 PM)."
20,"I just want to get out of the house and do something fun",3,63334646-8d46-cdf7-84c0-0d8b2c5e6cca,"Salsa Social","Exercise Classes",2026-07-29,18:00,"Washington Square Park","Greenwich Village (Washington Square Park)","An energetic salsa lesson followed by social dancing is perfect if you want something lively, social, and fun outdoors (7/29 at 6:00 PM)."
